filepath,ra_at_xy_0,dec_at_xy_0,deflector_theta_E,theta_E_class,deflector_e1,deflector_e2,deflector_center_x,deflector_center_y,deflector_gamma1,deflector_gamma2,deflector_light_R_sersic,deflector_light_n_sersic,deflector_light_e1,deflector_light_e2,deflector_light_center_x,deflector_light_center_y,source_light_R_sersic,source_light_n_sersic,source_light_e1,source_light_e2,source_light_center_x,source_light_center_y
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/12.png,-2.5555555555555554,-2.5555555555555554,1.1032411897847043,small,-0.13343507072326577,0.23699505490105635,-0.1406204977129181,-0.21705919995519407,0.03785029101604569,-0.0030763561431705125,0.36127453704897616,2.629993328583965,0.08297622986012756,-0.13577699736170673,-0.1406204977129181,-0.21705919995519407,0.37024636225845636,2.303252970979209,-0.016029409135987518,-0.1887346256014618,-0.02748592853645048,0.3143444132475937
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/13.png,-2.5555555555555554,-2.5555555555555554,1.145901596050771,small,0.1887653247464557,0.003408925417909517,-0.1692162907598537,-0.09471188240327039,-0.03086210929342617,0.04101127553076252,0.4077634569243311,2.9805159896530378,-0.007349612856029405,0.05652825583338325,-0.1692162907598537,-0.09471188240327039,0.2580205763383953,3.496894770576502,0.06908260857933672,0.058951022013363046,-0.03764873385628844,-0.0401083818813315
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/14.png,-2.5555555555555554,-2.5555555555555554,1.2631070704256486,large,0.09677265547059666,-0.08365054158545529,-0.19378326862515136,-0.02016581243447206,-0.025352127753340083,-0.0697609856766717,0.37405903152099185,2.8885846603565737,-0.03900940770640997,-0.06426368629499546,-0.19378326862515136,-0.02016581243447206,0.4055914346651381,2.6911857519734816,0.05346434639386945,0.11051110928828761,0.18301402390267574,-0.10204921489516493
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/15.png,-2.5555555555555554,-2.5555555555555554,0.9245675963038276,small,0.04711113236190078,-0.00482005897514932,0.18596943821946257,0.18275591668280305,0.08230545309797921,-0.008073743360128094,0.4062582626727961,2.019436230681676,0.08071152491319022,0.05041324227947234,0.18596943821946257,0.18275591668280305,0.3078311740229404,3.533876886384323,0.057747310616052996,-0.10103573322994364,0.053625573147274154,0.0027319597240098898
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/16.png,-2.5555555555555554,-2.5555555555555554,1.540409726330664,large,0.010557126745359592,-0.10741257077228168,-0.20699201249217755,0.10399204987597868,-0.14487740715823155,0.058419238562863865,0.36743252709805146,2.4746961399416567,-0.06627842347930984,-0.04164706237071763,-0.20699201249217755,0.10399204987597868,0.3106492976797351,2.8011416775256834,0.1859367254043409,0.11940611435183626,-0.043584166100571385,0.15710487195271178
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/17.png,-2.5555555555555554,-2.5555555555555554,1.0094594946484685,small,0.04482510143092472,0.1199465726325145,-0.1120686638555517,-0.23086297112516105,-0.06061747005082244,0.05381522102176165,0.2845603024467665,3.088108274015406,0.030601006708278262,-0.04249992653897122,-0.1120686638555517,-0.23086297112516105,0.28694586220398755,3.4737434899571067,-0.116674696183226,-0.049001599676402635,-0.06487818540414175,0.1537576746840035
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/18.png,-2.5555555555555554,-2.5555555555555554,1.130347632734546,small,-0.10242453091120551,0.12766079936481073,-0.020077008464926497,-0.01537848336120869,0.04886470845756824,-0.02681450926793288,0.3190181500611698,3.5676851728489862,0.010051326513925908,0.05250239787808453,-0.020077008464926497,-0.01537848336120869,0.3285555927881289,2.533027153201661,-0.00255114138965122,0.172002514334188,0.23940231964844835,0.17771534584975548
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/19.png,-2.5555555555555554,-2.5555555555555554,1.1647928076874023,small,0.18997969402930223,-0.12134984684517186,-0.27829799313766024,-0.1534851766307562,-0.028568331818849137,-0.04183056387433798,0.4054084797985574,3.1115667216927343,-0.07124437436612643,-0.09856422767560803,-0.27829799313766024,-0.1534851766307562,0.28734758383501297,2.356164166643739,-0.12401864254415107,0.04840266557460228,-0.03141055527297964,0.0899040686389088
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/20.png,-2.5555555555555554,-2.5555555555555554,1.1412621225523583,small,0.06022318219139903,-0.0015597310532834247,-0.019709468270199166,-0.0795778278665803,0.009199730505801376,-0.02453491004018011,0.3693635087889806,2.973336903755551,0.14571632477550375,-0.13065194802011784,-0.019709468270199166,-0.0795778278665803,0.34983538672976516,3.051402543843137,0.06211879545674518,-0.01632172230701812,-0.26339880469712523,0.0014182526591341729
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/21.png,-2.5555555555555554,-2.5555555555555554,1.2259663629207378,large,-0.11207459893578671,0.18537793768492739,0.23254316225623867,-0.4797245963194793,0.0060948194626289365,-0.02154976236325433,0.3343263411906676,2.958990566301167,0.1413967583206263,0.07883177365064854,0.23254316225623867,-0.4797245963194793,0.3803124762817601,2.732704108441446,0.14228194535303626,0.05568998365224114,-0.02430045011967273,-0.161755480667305
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/22.png,-2.5555555555555554,-2.5555555555555554,1.5343414681926422,large,-0.0659391075782713,0.10796274046479207,-0.14670252626955643,0.18288870178273128,0.004380696152503301,0.12634521146750427,0.3108269464785425,2.860005012941273,-0.024166607068650564,0.008275272600928545,-0.14670252626955643,0.18288870178273128,0.31968727124388624,3.4710580652114,0.0987764576902206,0.03838932146498856,0.21642991164320724,-0.05107166517450308
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/23.png,-2.5555555555555554,-2.5555555555555554,1.1927294536552753,small,-0.10828812717606567,-0.010162983884818521,-0.10283476482054157,0.2406180654445396,0.02310150362977639,-0.13496253194507754,0.36192269387448295,2.483492418119587,0.053493184249184395,0.025842249298819016,-0.10283476482054157,0.2406180654445396,0.3964751321869199,2.742224544829316,0.11178362182217519,-0.018123796996956126,0.045511718853176494,0.03212528745205871
/nfshome/bwedig/roman-pandeia/arrays/cnn_training/24.png,-2.5555555555555554,-2.5555555555555554,1.0509141510278581,small,0.06997837734818811,-0.08712335813018791,0.09535227978083934,0.001615958180424985,0.07029958290026464,-0.011594168858486752,0.3058020289024039,3.420266395263442,-0.17388624229121563,-0.10806244320738667,0.09535227978083934,0.001615958180424985,0.32268512814195405,2.204671592064649,0.18849174841144367,0.24426598806310326,0.03511652938597278,0.2886674173262603
